timestamp,vehicle_id,vehicle_type,latitude,longitude,speed_kmh,acceleration_m_s2,road_id,intersection_id,direction,source_name
1718002418,TN01_V_0001,car,13.007666,80.200980,17.45,-0.92,RD_2006,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000902,TN01_V_0002,bus,13.004819,80.200875,30.44,-1.13,RD_2002,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001138,TN01_V_0003,bus,13.041613,80.242977,39.44,-0.77,RD_2004,INT_1005,EASTBOUND,SPT_Chennai_UAV_Dataset
1718003305,TN01_V_0004,two_wheeler,13.012329,80.210846,15.79,-0.94,RD_2003,INT_1002,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002364,TN01_V_0005,car,13.049938,80.249299,45.24,-0.99,RD_2003,INT_1006,EASTBOUND,SPT_Chennai_UAV_Dataset
1718001556,TN01_V_0006,two_wheeler,13.048378,80.251445,39.94,1.46,RD_2002,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002495,TN01_V_0007,auto_rickshaw,13.035643,80.230659,25.64,-0.63,RD_2003,INT_1004,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002804,TN01_V_0008,two_wheeler,13.043417,80.240154,25.97,1.47,RD_2006,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000870,TN01_V_0009,auto_rickshaw,13.005616,80.200128,23.7,-0.48,RD_2002,INT_1001,EASTBOUND,SPT_Chennai_UAV_Dataset
1718003059,TN01_V_0010,bus,13.036639,80.231771,17.57,-0.82,RD_2006,INT_1004,EASTBOUND,SPT_Chennai_UAV_Dataset
1718000372,TN01_V_0011,truck,13.036691,80.230798,20.29,1.49,RD_2005,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002440,TN01_V_0012,car,13.005311,80.200640,36.66,0.41,RD_2004,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003148,TN01_V_0013,bus,13.041506,80.241713,45.96,0.64,RD_2001,INT_1005,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002050,TN01_V_0014,auto_rickshaw,13.005874,80.200633,12.62,0.75,RD_2006,INT_1001,EASTBOUND,SPT_Chennai_UAV_Dataset
1718000626,TN01_V_0015,two_wheeler,13.044151,80.242982,23.09,0.53,RD_2005,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000079,TN01_V_0016,auto_rickshaw,13.010658,80.212615,31.33,-1.2,RD_2003,INT_1002,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000350,TN01_V_0017,car,13.024715,80.222327,23.42,-1.04,RD_2005,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001085,TN01_V_0018,bus,13.008612,80.202131,16.96,0.58,RD_2005,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001634,TN01_V_0019,truck,13.042193,80.240347,31.65,0.77,RD_2002,INT_1005,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002410,TN01_V_0020,auto_rickshaw,13.036698,80.231006,21.3,-1.03,RD_2001,INT_1004,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002105,TN01_V_0021,two_wheeler,13.004984,80.202524,20.63,1.24,RD_2003,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000995,TN01_V_0022,two_wheeler,13.023876,80.219857,17.2,1.33,RD_2005,INT_1003,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002758,TN01_V_0023,bus,13.033862,80.229588,27.8,-0.06,RD_2004,INT_1004,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000574,TN01_V_0024,car,13.006310,80.201357,43.09,-0.53,RD_2002,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000207,TN01_V_0025,bus,13.009614,80.210499,45.28,-0.0,RD_2005,INT_1002,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000875,TN01_V_0026,truck,13.008576,80.203705,42.63,-0.75,RD_2004,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001732,TN01_V_0027,bus,13.005359,80.200009,26.36,1.3,RD_2004,INT_1001,EASTBOUND,SPT_Chennai_UAV_Dataset
1718003063,TN01_V_0028,truck,13.050974,80.249419,23.03,1.42,RD_2005,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718003487,TN01_V_0029,auto_rickshaw,13.004901,80.201907,45.14,0.23,RD_2001,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002371,TN01_V_0030,two_wheeler,13.007080,80.202701,20.85,-0.88,RD_2005,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002743,TN01_V_0031,truck,13.007178,80.201677,33.22,0.21,RD_2003,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001877,TN01_V_0032,auto_rickshaw,13.009562,80.210024,35.42,0.03,RD_2001,INT_1002,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001000,TN01_V_0033,truck,13.044484,80.239793,20.07,-0.48,RD_2003,INT_1005,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002735,TN01_V_0034,auto_rickshaw,13.021831,80.222335,37.48,0.45,RD_2006,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001115,TN01_V_0035,truck,13.024927,80.219414,43.67,-0.49,RD_2001,INT_1003,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001028,TN01_V_0036,auto_rickshaw,13.041343,80.240872,36.91,1.1,RD_2005,INT_1005,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000661,TN01_V_0037,car,13.007237,80.203317,14.07,-0.3,RD_2002,INT_1001,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002234,TN01_V_0038,bus,13.043323,80.241744,16.47,1.35,RD_2006,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000860,TN01_V_0039,car,13.023530,80.219592,17.02,-0.37,RD_2001,INT_1003,EASTBOUND,SPT_Chennai_UAV_Dataset
1718000969,TN01_V_0040,two_wheeler,13.048511,80.251920,43.89,-0.1,RD_2005,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001092,TN01_V_0041,two_wheeler,13.012026,80.209599,38.65,-0.3,RD_2004,INT_1002,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001250,TN01_V_0042,two_wheeler,13.048532,80.252289,42.98,-0.6,RD_2004,INT_1006,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002627,TN01_V_0043,two_wheeler,13.008595,80.210273,24.15,1.13,RD_2003,INT_1002,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002378,TN01_V_0044,truck,13.035818,80.232575,24.26,-1.13,RD_2003,INT_1004,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001577,TN01_V_0045,auto_rickshaw,13.005134,80.201738,38.36,-0.35,RD_2005,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001491,TN01_V_0046,truck,13.009519,80.212335,12.56,1.3,RD_2005,INT_1002,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002077,TN01_V_0047,bus,13.008495,80.203683,34.62,0.59,RD_2001,INT_1001,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002774,TN01_V_0048,auto_rickshaw,13.049734,80.250410,23.0,-0.86,RD_2004,INT_1006,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003218,TN01_V_0049,two_wheeler,13.042776,80.241124,42.1,-0.38,RD_2002,INT_1005,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002698,TN01_V_0050,truck,13.043119,80.241360,28.2,-0.62,RD_2004,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000920,TN01_V_0051,car,13.023262,80.221532,24.4,1.01,RD_2002,INT_1003,EASTBOUND,SPT_Chennai_UAV_Dataset
1718001697,TN01_V_0052,two_wheeler,13.008598,80.210479,29.37,1.09,RD_2001,INT_1002,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003075,TN01_V_0053,truck,13.011373,80.211036,26.69,-0.8,RD_2006,INT_1002,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718003474,TN01_V_0054,car,13.033975,80.232416,37.2,0.05,RD_2005,INT_1004,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002509,TN01_V_0055,car,13.033633,80.231059,31.36,0.31,RD_2003,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001061,TN01_V_0056,truck,13.036422,80.231391,44.35,0.81,RD_2004,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002922,TN01_V_0057,two_wheeler,13.049209,80.251911,29.7,-0.55,RD_2004,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002842,TN01_V_0058,auto_rickshaw,13.009587,80.210779,31.68,-0.83,RD_2002,INT_1002,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003411,TN01_V_0059,two_wheeler,13.048956,80.250459,24.25,0.06,RD_2001,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001953,TN01_V_0060,bus,13.036719,80.231536,37.19,1.11,RD_2005,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001999,TN01_V_0061,car,13.022394,80.220560,44.15,1.06,RD_2005,INT_1003,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718003442,TN01_V_0062,two_wheeler,13.022943,80.219116,24.43,0.63,RD_2004,INT_1003,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000343,TN01_V_0063,bus,13.012423,80.211636,44.7,0.4,RD_2006,INT_1002,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001382,TN01_V_0064,bus,13.011967,80.210227,21.74,-0.32,RD_2004,INT_1002,EASTBOUND,SPT_Chennai_UAV_Dataset
1718001433,TN01_V_0065,bus,13.024208,80.222328,21.46,-0.98,RD_2001,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718003437,TN01_V_0066,two_wheeler,13.048374,80.252629,13.93,-1.12,RD_2002,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002865,TN01_V_0067,car,13.041110,80.240005,36.27,0.32,RD_2002,INT_1005,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000442,TN01_V_0068,auto_rickshaw,13.021871,80.221429,39.05,-0.89,RD_2002,INT_1003,EASTBOUND,SPT_Chennai_UAV_Dataset
1718000311,TN01_V_0069,truck,13.008416,80.202303,44.73,-0.19,RD_2006,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718003261,TN01_V_0070,truck,13.051422,80.249771,37.25,-0.39,RD_2006,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718003479,TN01_V_0071,truck,13.006089,80.201714,25.66,0.17,RD_2003,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001783,TN01_V_0072,bus,13.033522,80.233043,35.06,1.04,RD_2006,INT_1004,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001784,TN01_V_0073,two_wheeler,13.050187,80.251402,34.36,1.28,RD_2004,INT_1006,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003073,TN01_V_0074,truck,13.022489,80.219982,45.68,-0.45,RD_2004,INT_1003,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000868,TN01_V_0075,bus,13.042941,80.241016,13.52,1.1,RD_2002,INT_1005,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000350,TN01_V_0076,auto_rickshaw,13.022561,80.222521,37.39,-0.45,RD_2001,INT_1003,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001835,TN01_V_0077,two_wheeler,13.049726,80.251021,21.03,0.09,RD_2006,INT_1006,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002267,TN01_V_0078,car,13.005877,80.201618,21.14,0.59,RD_2003,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001029,TN01_V_0079,truck,13.022902,80.221984,24.24,0.7,RD_2003,INT_1003,EASTBOUND,SPT_Chennai_UAV_Dataset
1718000784,TN01_V_0080,two_wheeler,13.007585,80.201262,38.87,1.37,RD_2006,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718003410,TN01_V_0081,two_wheeler,13.050037,80.251698,47.17,0.22,RD_2003,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000223,TN01_V_0082,two_wheeler,13.022110,80.219718,13.0,0.24,RD_2003,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001922,TN01_V_0083,truck,13.023990,80.219505,43.33,0.13,RD_2001,INT_1003,EASTBOUND,SPT_Chennai_UAV_Dataset
1718001641,TN01_V_0084,bus,13.034463,80.233062,21.46,1.13,RD_2001,INT_1004,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001016,TN01_V_0085,bus,13.007008,80.202746,17.89,0.99,RD_2003,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001845,TN01_V_0086,car,13.043558,80.241925,40.57,-0.59,RD_2005,INT_1005,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003124,TN01_V_0087,bus,13.024641,80.222960,23.34,0.48,RD_2005,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000010,TN01_V_0088,two_wheeler,13.048944,80.251442,18.08,-0.73,RD_2001,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000291,TN01_V_0089,bus,13.035857,80.231080,13.66,-0.42,RD_2003,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002230,TN01_V_0090,two_wheeler,13.024351,80.221500,35.97,1.32,RD_2004,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001798,TN01_V_0091,two_wheeler,13.048696,80.249863,17.55,-1.04,RD_2003,INT_1006,EASTBOUND,SPT_Chennai_UAV_Dataset
1718000329,TN01_V_0092,car,13.035855,80.231999,45.97,0.15,RD_2004,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003132,TN01_V_0093,truck,13.008258,80.202938,33.93,-1.13,RD_2002,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002397,TN01_V_0094,auto_rickshaw,13.040661,80.242525,29.2,0.56,RD_2003,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718003513,TN01_V_0095,bus,13.051357,80.252676,29.19,-0.1,RD_2003,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001862,TN01_V_0096,two_wheeler,13.022847,80.220982,36.02,-0.12,RD_2005,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001692,TN01_V_0097,car,13.022210,80.219464,39.93,1.14,RD_2001,INT_1003,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001093,TN01_V_0098,car,13.010574,80.211991,30.2,-0.01,RD_2001,INT_1002,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002907,TN01_V_0099,truck,13.012211,80.211252,37.29,-0.87,RD_2006,INT_1002,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000481,TN01_V_0100,two_wheeler,13.023403,80.221209,15.81,1.48,RD_2001,INT_1003,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000998,TN01_V_0101,two_wheeler,13.036831,80.230367,37.54,-0.08,RD_2004,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001131,TN01_V_0102,bus,13.041079,80.240262,33.78,0.81,RD_2002,INT_1005,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718003544,TN01_V_0103,bus,13.024937,80.221031,41.63,-0.44,RD_2003,INT_1003,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003561,TN01_V_0104,two_wheeler,13.035254,80.230580,32.09,0.27,RD_2004,INT_1004,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002888,TN01_V_0105,two_wheeler,13.049055,80.250332,42.89,-0.09,RD_2003,INT_1006,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002057,TN01_V_0106,bus,13.037054,80.232370,35.65,-0.79,RD_2001,INT_1004,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002959,TN01_V_0107,truck,13.024679,80.222497,28.13,0.22,RD_2004,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002552,TN01_V_0108,two_wheeler,13.036584,80.233080,15.16,0.91,RD_2003,INT_1004,EASTBOUND,SPT_Chennai_UAV_Dataset
1718003573,TN01_V_0109,bus,13.048421,80.250114,36.44,0.24,RD_2003,INT_1006,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001777,TN01_V_0110,truck,13.007170,80.200939,36.8,-0.42,RD_2002,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001328,TN01_V_0111,car,13.050916,80.249202,18.41,-0.39,RD_2001,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000696,TN01_V_0112,car,13.022634,80.220723,21.17,-0.09,RD_2006,INT_1003,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000951,TN01_V_0113,two_wheeler,13.007138,80.201530,36.75,0.14,RD_2005,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000302,TN01_V_0114,bus,13.049116,80.249821,12.83,0.97,RD_2003,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000815,TN01_V_0115,bus,13.025151,80.220197,46.65,0.66,RD_2004,INT_1003,EASTBOUND,SPT_Chennai_UAV_Dataset
1718000089,TN01_V_0116,bus,13.033527,80.230725,25.24,-0.4,RD_2006,INT_1004,EASTBOUND,SPT_Chennai_UAV_Dataset
1718003411,TN01_V_0117,bus,13.021232,80.222460,40.13,1.43,RD_2005,INT_1003,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002573,TN01_V_0118,auto_rickshaw,13.010928,80.210909,35.1,0.48,RD_2006,INT_1002,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000369,TN01_V_0119,car,13.050685,80.250036,28.15,0.36,RD_2006,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718003401,TN01_V_0120,auto_rickshaw,13.024190,80.219703,17.19,0.26,RD_2003,INT_1003,EASTBOUND,SPT_Chennai_UAV_Dataset
1718001918,TN01_V_0121,two_wheeler,13.024856,80.222777,46.84,-0.4,RD_2003,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000369,TN01_V_0122,car,13.011517,80.210402,36.51,0.62,RD_2004,INT_1002,EASTBOUND,SPT_Chennai_UAV_Dataset
1718003368,TN01_V_0123,bus,13.005758,80.200494,25.58,0.82,RD_2003,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
